Poste date,Title,Location,Company,Job type,Job description
PostedPosted 30+ days ago,Exploitant informatique,Rabat,Digora,Full-time +1,"Qui est Digora ?
Expert depuis plus de 20 ans dans l’infrastructure IT et dans la gestion de données, nous aidons les directions informatiques à appréhender les défis d’une infrastructure toujours plus performante et innovante.

Digora, c'est avant tout une histoire de rencontres
Toujours en quête d’excellence, nous recherchons des profils de tous horizons et nous nous engageons à offrir à nos collaborateurs et collaboratrices l’opportunité d’évoluer et de construire un parcours et une carrière qui leur ressemblent ! Vous aussi, faites partie de l’aventure !

Vivre Digora
Chaque collaborateur est encouragé à s’investir dans la vie de l’entreprise au travers de projets sociaux ou environnementaux. De même, de nombreux rendez-vous professionnels ou plus décontractés sont organisés tout au long de l’année pour partager les savoirs et des moments “qui comptent”.
Description du poste
Dans le cadre du fort développement de notre centre de services managés autour des infrastructures SGBD et systèmes de nos clients français et européens, nous recherchons activement des ingénieurs d’exploitation informatique.

Ce poste est à pourvoir en CDI dans notre agence de Rabat.

Missions
Prendre en charge les interventions de niveau 1
Surveiller les alertes remontées par les systèmes de monitoring
Intervenir techniquement sur des incidents ou demandes de service compatibles avec le niveau 1
Appliquer toutes autres procédures documentées
Alerter l’équipe support N3 en cas de dysfonctionnement d’un système non résolu par le niveau 1

Activités principales ✨
Intervenir rapidement en cas d’incident ou de demande de service
Assurer le premier niveau de régulation des demandes d’intervention
Appliquer des procédures documentées par les experts en cas d’incidents ou de demandes de service répertoriés
Remonter les éventuelles corrections et suggestions à apporter aux procédures suite à leur utilisation
Assurer le suivi quotidien des sauvegardes
Assurer le suivi des traitements planifiés
Appliquer des procédures de tests réguliers, simuler les incidents
Assurer les astreintes planifiées
gérer le relevé d’activité et de suivi des tickets

Dimensions du poste (management, clients, géographique…)
En relation directe avec les clients en tant qu’interlocuteur premier niveau (qualification)
Poste principalement sédentaire/posté
Poste en 3x8

Ce poste est ouvert aux personnes en situation de handicap.
Profil recherché
Bac + 5 en Ingénierie Informatique
Français courant et anglais professionnel technique souhaité
Expérience minimum souhaitée : 3 ans en production, support technique, exploitation, intégration, administration, sur les technologies suivantes :
Systèmes: Windows Server 2000 à 2008, Linux, HP-UX, VMWare
Bases de données: Oracle, SQL Server, PostgreSQL, MSQL
Sauvegardes: Netbackup, Backup Exec
Supervision: Nagios
Autonomie, rigueur et forte capacité d'adaptation
Résistance au stress de la production
Aisance relationnelle
Esprit d’équipe"
PostedPosted 9 days ago,Ingénieur structure,Rabat,INGENIERIE,,"Une société d'ingénierie et de conseil à Rabat cherche à recruter un responsable de structure, profil BAC+5 en génie civil, ayant une expérience d'au moins 5 ans dans le domaine des études techniques.
Attributions:
Elaboration des plans de structure en béton armé et charpente métallique.
Production des notes de calcul et éléments de réponses.
Elaboration des CPS et estimations financières des projets.
Veille sur la production des livrables de l’ensemble des lots suivant le CPS (électricité, plomberie..) dans les délais fixés.
Animation des réunions avec les maitres d'ouvrage publics et privés.
Assistance technique et suivi des travaux.
Suivi des objectifs de la direction.
Compétences requises:
Maitrise de manipulation des logiciels de modélisation et de conception (Arch, Robot, CBS...)
Maitrise des outils informatiques (Office, Ms Project...)
Maitrise de la langue françaises à l'écrit et à l'orale.
Autonomie, rigueur et persévérance
Si vous êtes intéressés et votre profil correspond aux attributions demandés, veuillez envoyer votre CV accompagné d’une lettre de motivation, ainsi que vos prétentions salariales.
Domaine : Construction / Btp
Fonction : Bureau etudes/BTP archit/conception
Contrat : A discuter
Entreprise : INGENIERIE
Salaire : A discuter
Niveau d'études : Bac plus 5"
PostedPosted 6 days ago,Ingénieur Performance Coût- Série,Tanger,Renault Group,Full-time,"Société
Renault Tanger Exploit
Descriptif du poste
Finalités de la mission :

Contribuer à la performance économique du projet en :
assurant le suivi des coûts de son (ses) véhicule (s) en réel et en prévisionnel (budget, forecast)
étant force de proposition dans la réduction des coûts, en réalisant des analyses comparatives et des benchmarks..
Livrables et indicateurs principaux :

>>Livrables :
Synthèses mensuelles des COGS et Coût des Ventes variable, en réel par pivot.
Coûts prévisionnels véhicules construits à partir des hypothèses de performance communiquées par les métiers dans le cadre du cycle de gestion Plan/ Budget/Rerévisions,
Coûts des ventes standards permettant le calcul de la rentabilité de toute la diversité des véhicules
Déclinaison des « diagnostic budget », cible, et visibilité COGS des pivots MZK
Animation de la réduction des coûts en lien avec les SML des usines
Etudes transversales (comparatifs COGS véhicules intra et inter-gammes Renault)
Validation du Dossier de raccordement série en collaboration avec l’IPC Projet
>> Indicateurs clés :
COGS, CDV variable
Respect du planning de reporting
Respect du planning budgétaire
Qualité des CDV Standard
Respect des normes et procédures de gestion Renault.
Coopérations clés :
Les Directeurs des usines
Les Directeurs et Contrôleurs de Performance Economique de la Direction Performance et Contrôle Programmes et Partenariats (DPC2P),
Les Chefs de Projet Achats et Achats Gamme
Les Ingénieurs en Chefs adjoints et Gamme (CVE)
Les Contrôleurs de Gestion Métiers et Régions
Les autres chefs de projets Métiers (Industriel, Logistique, …),
Les autres métiers RGC (PMS, IPC Projet/Série, COSTING…),
La Direction Commerciale.
Profil recherché :
Ingénieur d'état
Expérience de 5 ans dans le secteur industriel, idéalement automobile
Compétences requises à la tenue de l’emploi :
Compétences générales :
Français professionnel, bon niveau d’anglais
Maitrise des outils informatiques et bureautiques
Savoir êtres :
Esprit de synthèse, hauteur de vue et d’analyse, œil critique.
Rigueur
Management et Coordination transversale
Adapter sa communication aux différents interlocuteurs (du niveau opérationnel au niveau directeur)
Esprit d’équipe
Savoir défendre sa position
Atouts Métier :
Connaissance du domaine d’application technique (Véhicule ou Objets transversaux)
Connaissance et/ou expérience professionnelle sur le processus de pilotage économique des projets & des couts des véhicules et organes
Connaissance des mécanismes financiers et macro-économiques
Connaissance du domaine d’application métier (coût des ventes : chiffrage et structure de coût)
Métier
Finance & Gestion
Renault Group s’engage à créer un environnement de travail inclusif et les conditions permettant à chacun de nous d’apporter sa passion, donner le meilleur de lui-même et s’épanouir, tout en étant lui-même.

Nous trouvons notre force dans notre diversité et nous nous engageons à garantir l'égalité des chances en matière d'emploi, indépendamment de la couleur, de l'ascendance, de la religion, du sexe, de l'origine nationale, de l'orientation sexuelle, de l'âge, de la citoyenneté, de l'état civil, du handicap, de l’identité de genre, etc. Si vous avez un handicap ou un besoin particulier nécessitant l’aménagement du poste de travail ou de l’horaire de travail, merci de nous le faire savoir en remplissant ce formulaire.
Afin de pouvoir suivre en temps réel l'évolution de vos candidatures et pouvoir rester en contact avec nous, nous vous invitons à créer un compte candidat. Cela ne vous prendra pas plus d’une minute et vous permettra également de faciliter vos prochaines candidatures.

En soumettant votre CV ou votre candidature, vous autorisez Renault Group à utiliser et stocker des informations vous concernant à des fins de suivi de votre candidature ou de futurs emplois. Ces informations ne seront utilisées que par les sociétés de Renault Group tel que mentionné dans la
Politique Groupe de protection des données personnelles
."
PostedPosted 30+ days ago,Ingénieur test et automatisation (REF13),Rabat,Trusted Advisors,,"Nous recherchons pour le compte d'un Leader Mondial des Services Informatiques spécialisé dans la gestion des flux numériques, basé à Rabat, un Ingénieur test et automatisation, qui sera rattaché au Responsable QA du département R&D.

Missions:

Mettre en place la stratégie de recette avec le Test Lead QA : stratégie, plan, documentation et cas de tests
Mettre en place et maintenir les environnements de tests
Analyser les spécifications et définir les scénarios de recette (en coopération avec le BA)
Exécuter les tests fonctionnels et de non régression
Concevoir et mettre en place des automates de tests
Documenter, maintenir et faire évoluer ces automates
Analyser les résultats
Suivre et remonter les anomalies, travailler avec les équipes de développement et les product owners en proposant des solutions
Rendre compte de l’avancement auprès de votre responsable.
Participer aux réunions avec les équipes techniques & métiers.
Identifier et suivre les indicateurs de performance clés pour la qualité du produit
Préparer et présenter des rapports et des mesures à la direction.
Compétences requises :
Maîtrise de développement des tests automatisés.
Maîtrise des outils de gestion des tests et des anomalies (JIRA, Quality Center, Mantis).
Connaissance des outils de test de performance (Neoload, Jmeter, SoapUI),
Connaissance des technologies de Web Services SOAP (XML, WSDL,...) et Rest
Connaître les processus et outillages agile.
Connaissance de l’outil Squash TM et Cypress est un plus.
Profil recherché :
De formation BAC+5 en Informatique
Disposant de forte compétence dans le test de logiciel
Minimum 2 ans en test, validation et automatisation
Type de contrat: CDI
Lieu: Rabat"
PostedToday,Technicien Biomédical,Rabat,AZYR Santé Mobile,Full-time,"Etablissement AZYR SANTE MOBILE
Service Centre de Diagnostic Mobile (CDM)
Relation hiérarchique: Ingénieur biomédical
Relation fonctionnelle: Ensemble des collaborateurs
Présentation du service: Centre de diagnostic mobile sur remorques sanitaires
Horaires de travail: 8 h30 – 16 h30
Missions
Sous la responsabilité de l’ingénieur en charge du Service Biomédical, et en lien avec ses collègues, le technicien biomédical a pour mission d’installer, de maintenir, d’effectuer le contrôle qualité, la réception des équipements biomédicaux Informer sur l'utilisation des équipements biomédicaux. Participer à la gestion des risques et au suivi des dossiers de matériovigilance.
Principales activités
Contrôler et suivre l’état de fonctionnement des équipements et des installations, spécifiques à son domaine.
Réaliser des interventions techniques, en cas de matériel défectueux.
Planifier et réaliser les maintenances préventives des matériels, équipements et systèmes de son domaine.
Assurer le suivi des opérations effectuées par les fournisseurs ou prestataires de maintenance, qu’elles soient sur site ou non.
Gérer la documentation technique.
Mettre à jour, suivre l’inventaire et saisir les interventions de maintenance internes et externes, en utilisant la GMAO.
Gérer les pièces détachées et consommables associés aux dispositifs médicaux de son domaine (achat, stock, magasinage, fiche sécurité, …).
Assurer la réception, la vérification et la mise en service des équipements biomédicaux.
Participer à la démarche qualité : mettre en œuvre et actualiser les procédures et instructions spécifiques à son domaine.
Contrôler l’application des règles, procédures, normes et standards dans son domaine d’activité.
Elaboration des plans d’implantation des dispositifs médicaux
Participer aux achats des nouveaux équipements médicaux (essais techniques et suivi d’essais cliniques, …)
Assurer une assistance, un conseil et/ou la formation des équipes et/ou des utilisateurs, dans son domaine d’activité
Connaissances et/ ou savoir-faire spécifiques
Anglais technique.
Bonne compréhension des systèmes d’Automatismes, informatique,
Expérience de l’utilisation d’un logiciel dédié de gestion de maintenance biomédicale (GMAO).
Maitrise de Logiciel dédié à l’élaboration des plans (AUTOCAD).
Maitrise de Logiciel dédié à l’élaboration des plans en 3D (REVIT).
Normes et réglementation techniques, électriques et de sécurité
Qualités requises
Bonnes compétences relationnelles, d’écoute et d’analyse : diplomatie, sens de la communication et du travail en équipe.
Sens de l’organisation, rigueur. - Autonomie.
Capacités d’adaptation et curiosité professionnelle.
Motivation et dynamisme
Qualifications/ Formation/prérequis
Bac+2/3 techniques biomédicales
Bac+2/3 Electronique, - Bac+2/3 Électrotechnique,
Bac+2/3 Informatique industrielle,
BTS, licence pro, DUT en mesures physiques,
Expérience
Cinq ans minimum et Hôpital ou entreprise de distribution des équipements biomédicaux lourds.
Contraintes et risques
Mobilité importante en relation avec le fonctionnement particulier de l’entreprise et des projets de développement d’Azyr Santé
Type d'emploi : Temps plein
Salaire : 5.000,00DH à 6.000,00DH par mois
Date de début prévue : 01/04/2024"
PostedPosted 9 days ago,Ingénieur structure,Rabat,INGENIERIE,,"Une société d'ingénierie et de conseil à Rabat cherche à recruter un responsable de structure, profil BAC+5 en génie civil, ayant une expérience d'au moins 5 ans dans le domaine des études techniques.
Attributions:
Elaboration des plans de structure en béton armé et charpente métallique.
Production des notes de calcul et éléments de réponses.
Elaboration des CPS et estimations financières des projets.
Veille sur la production des livrables de l’ensemble des lots suivant le CPS (électricité, plomberie..) dans les délais fixés.
Animation des réunions avec les maitres d'ouvrage publics et privés.
Assistance technique et suivi des travaux.
Suivi des objectifs de la direction.
Compétences requises:
Maitrise de manipulation des logiciels de modélisation et de conception (Arch, Robot, CBS...)
Maitrise des outils informatiques (Office, Ms Project...)
Maitrise de la langue françaises à l'écrit et à l'orale.
Autonomie, rigueur et persévérance
Si vous êtes intéressés et votre profil correspond aux attributions demandés, veuillez envoyer votre CV accompagné d’une lettre de motivation, ainsi que vos prétentions salariales.
Domaine : Construction / Btp
Fonction : Bureau etudes/BTP archit/conception
Contrat : A discuter
Entreprise : INGENIERIE
Salaire : A discuter
Niveau d'études : Bac plus 5"
PostedPosted 4 days ago,Ingénieur(e) fraichement diplomé(e),Casablanca,Africa climate solutions,Full-time,"Qualifications Requises
Ingénieur(e) fraîchement diplômé(e) en énergie, environnement, procédés industriels, ou un domaine connexe.
Connaissance des mesures d'efficacité énergétique, ainsi que des principes de l'économie circulaire et de la gestion durable de l'eau.
Maîtrise des outils informatiques de modélisation énergétique et de simulation.
Maîtrise du français et bon niveau en anglais.
Aptitude à travailler en équipe et à collaborer avec divers intervenants.
Capacité d'adaptation et flexibilité pour travailler dans des environnements variés.
Tâches et Responsabilités
Réaliser des audits environnementaux pour identifier les opportunités d'intégration des mesures d'efficacité énergétique, de l'économie circulaire et d’économie de l'eau.
Préparer des rapports d'évaluation détaillés qui illustrent les avantages économiques et environnementaux des projets d'investissement durable.
Suivre les tendances du marché, les innovations technologiques et les politiques réglementaires en matière d'efficacité énergétique, d'économie circulaire, et de gestion durable de l'eau.
Comment postuler ?
Envoyez votre CV à [contact@africaclimatesolutions.com]. Nous avons hâte de découvrir comment vous pouvez contribuer à notre mission !
Date limite de candidature : 27/02/2024
Type d'emploi : Temps plein
Capacité à faire le trajet:
Casablanca (Requis)
Ability to Relocate:
Casablanca: Relocate before starting work (Requis)
Date limite de candidature : 27/02/2024"
PostedPosted 24 days ago,Ingénieur,Rabat,,Permanent,"Rabat
Publiée le: 2 Feb-13:44
Annonce N°: 9760548
Forts de notre engagement envers l'excellence et l'innovation, nous sommes à la recherche d'un ingénieur pour rejoindre notre équipe et collaborer étroitement avec la Direction Générale.
Responsabilités principales :
En tant qu'ingénieur chargé(e) de mission, vous serez responsable de la gestion et de la coordination de divers projets stratégiques en collaboration avec la Direction Générale.
Profil recherché :
Diplôme d'ingénieur d'une grande école au Maroc, avec une spécialisation scientifique.
- Sortie d'école récente ou jusqu'à 3 ans d'expérience maximum.- Capacité démontrée à comprendre des concepts techniques complexes et à les communiquer de manière claire et concise.
- Excellentes compétences analytiques et de résolution de problèmes.- Fortes compétences en communication et en relations interpersonnelles.
- Autonomie et capacité à travailler en équipe.- Maîtrise des outils informatiques et logiciels de gestion de projet.
Domaine : Autre
Fonction : Comptabilite/Gestion/Audit/Finance
Contrat : CDI
Entreprise : Confidentielle
Salaire : A discuter
Niveau d'études : Bac plus 5
Annonceur :
Confidentielle"
PostedPosted 30+ days ago,Ingénieur informatique,Tanger,Sendatrack,,"Entreprise
Senda track est une entreprise technologique, innovatrice dans le domaine de la technologie, l’information et la communication, nous vous apportons, avec notre marque senda track, la solution n° 1 leader sur le marché de géolocalisation gps en temps réel pour le suivi et contrôle de flottes de vos véhicules (consommation, entretien , conducteur, coûts, sinistres…).
Poste
nous sommes une société technologique spécialisée en géolocalisation.; nous cherchons un ingénieur support technique fraichement diplômé.
tache:
traiter les réclamations clients et gérer les indicateurs de performances.
assurer la conformité des installations par rapport au cahier des charges.
identifier et analyser les problèmes qualité et proposer des actions correctives.
diffuser les bonnes pratiques d’installation et effectuer des audits internes.
mise en place et diffusion des méthodes de travail.
gestion et suivi des tests de validation.
Profil
profil demandé:
bac+5 ingénieur informatique
fraichement diplomé"
PostedPosted 30+ days ago,Ingénieur en énergie et énergies renouvelables,Témara,,Permanent,"Temara
Publiée le: 16 Jan-9:53
Annonce N°: 9744726
Nous sommes une entreprise de réseaux et télécommunication basée à Temara.
Nous sommes à la recherche d'un Bac+3 et plus en Énergie et Énergies Renouvelables passionné et motivé pour rejoindre notre équipe. Si vous avez une solide expertise technique, un engagement envers le développement durable et le désir de contribuer à la transition énergétique, nous vous invitons à postuler
En tant que Responsable Énergie, vous serez chargé(e) de :
Développer et mettre en œuvre des stratégies visant à améliorer l'efficacité énergétique des projetsMaîtriser les tableaux électriques, garantir leur bon fonctionnement, et effectuer les diagnostics nécessaires en cas de dysfonctionnement
Coordonner et gérer les projets liés aux sources d'énergie renouvelable.Gérer les onduleurs pour assurer une alimentation électrique ininterrompue et effectuer des tests réguliers
Gérer les relations avec les fournisseurs d'énergie et négocier des contrats avantageux.Élaborer des rapports réguliers sur les performances énergétiques et recommander des actions correctives.
Domaine : International / Télécommunication
Fonction : Informatique - Systèmes/Réseaux
Contrat : CDI
Entreprise : Confidentiel
Salaire : A discuter
Niveau d'études : Bac plus 3
Annonceur :
jihan"
PostedPosted 6 days ago,Ingénieur Infrastructure et sécurité,Rabat,ECS Informatique,Permanent,"Implémenter et déployer des projets d’infrastructure (partie service) autour de Active Directory, Virtualisation ….
Définir des architectures pour les migrations ou implémentation du Cloud Azure
Déployer des projets et assurer des services de sécurité (Fortinet,Kaspersky…)
Assurer des services de migration de la messagerie MS Exchange
Assurer les prestations de service et formation sur les technologies : Windows Server, Exchange Server……
Profil Recherché
Diplôme d’ingénieur en informatique
Expérience min de 5 ans dans le domaine
Compétences :Technologies qui doivent être maitrisées, Certifications souhaitées
Microsoft Configuration Manager local / MDM (Intune)
Microsoft Active Directory Exchange local/ Online
Microsoft Azure IAAS/PAAS
Virtualisation MS Hyper-V/ vsphere vmware
Backup VEEAM
Switching/Routage CISCO
Firewaling Fortinet/Sophos
Compétences
Microsoft Azure
Avantages sociaux et autres

Amplitude horaire"
PostedPosted 30+ days ago,Ingénieur étude et développement informatique,Casablanca,Sypex,,"Poste
Rédaction des spécifications techniques
Réalisation des développements J2EE
Réalisation des tests unitaires
Documentations
Profil et compétences
Grandes écoles d’ingénieurs ou équivalent
débutant ou avec expérience
Outils : J2EE, JSF, Hibernate, Spring, Maven, JUnit, wildfly, Oracle, My SQL

En plus de ces compétences, une bonne communication écrite, orale et rédactionnelles sont souhaitables ainsi que des connaissances bancaires et/ou financières. Les candidats intéressés sont priés d’envoyer leur CV à l’adresse : recrut@sypexfs.com en précisant la référence du poste."
PostedPosted 30+ days ago,Ingénieur Full Stack Angular / NodeJS,Rabat,WELINK,Freelance contract,"Pour le compte de notre client, multinationale spécialisée dans l'infogérance et l'intégration informatique, nous recrutons Ingénieur Full Stack Angular / NodeJS pour une mission freelance de 6 mois renouvelables.

Les principales tâches seront de :

Participer aux ateliers de co-conception et contribuer à l'écriture de user stories
Identifier les tâches à réaliser pour adresser les US
Estimer les charges de développement
Participer à la rédaction des spécifications techniques
Participer au développement de la solution
Être le garant technique de la solution
Contribuer à la mise en place et au suivi des indicateurs de mesure de performance et de fiabilité
Profil Recherché
De formation BAC+5 minimum d’une école d’ingénieur ou équivalent en développement logiciel
Expérience de 4 ans minimum en tant que Développeur Full Stack Angular / NodeJS.
Compétences
Angular,Node.js,Full-stack
Avantages sociaux et autres
PI : Je vous prie de noter que la personne pourra intervenir à distance avec option 2J/5 sur site vu les circonstances pandémiques actuelles ou sur site s'il y a des points ou des interventions et à la demande du manager et à 100% sur site après la pandémie.
Amplitude horaire"
PostedPosted 16 days ago,Ingénieur informatique (h/f),Tanger,,Permanent,"Tanger
Publiée le: 10 Feb-17:26
Annonce N°: 9768050
Société située à Tanger recherche un développeur (H/F)

Profil recherché :.
Bac + 5
l’administration et configuration des serveurs (Linux).
Maitrise les langages de programmation (PHP, HTML,Java, CSS, JavaScript).
Maitrise de SGBD PostgreSQL.
Maitrise systèmes Linux (Debian, CentOS et Ubuntu).
Connaissances en réseaux et protocoles de communication.
Compréhension des principes de conception d'API et d'intégration.
Domaine : Informatique / Multimédia / Internet
Fonction : Informatique - Développement
Contrat : CDI
Entreprise : palmy
Salaire : A discuter
Niveau d'études : Bac plus 5
Annonceur :
khaoula"
PostedPosted 30+ days ago,Ingénieur en Développement PHP (REF13),Rabat,Trusted Advisors,,"Nous recherchons pour le compte d'un Leader Mondial des Services Informatiques, spécialisé dans la Gestion des Flux Numériques, basé à Rabat, un Ingénieur en Développement PHP.
Missions :
Développer des fonctionnalités Métier
Améliorer et garantir la fiabilité de la solution
Releaser, et déployer sur les différents environnements (test, QA, preprod, production)
Participer à la rédaction des documentations techniques
Coacher et faire monter en compétences les profils plus juniors
Participer aux cérémoniaux Scrum (Sprint planning, daily meeting, démo et rétrospective)
Profil recherché :
Bac+5 Ingénieur / Master 2 en développement logiciel
3 ans d’expérience minimum en développement FullStack
Maitrise du langage PHP 7 ou version supérieur, Symfony, VueJS, JQuery, Javascript version ES6 ou supérieur et MySQL
Expérience en conception des web services API REST, SOAP
Maitrise d’un gestionnaire de version, idéalement SVNet Git
Connaissances en intégration continue (Jenkins / Docker)
Connaissances des valeurs de l'agilité, ainsi que les outils de gestion agiles et collaboratifs tels que JIRA / Confluence
Maîtrise de l’anglais technique (Lu et écrit)
Compétences :
SYMFONY
AngularJS
Type de contrat: Contrat permanent
Lieu : Rabat"
PostedPosted 30+ days ago,Technicien / Ingénieur Support L1,Rabat,ALTEN,Permanent,"Description de l'entreprise

ALTEN MAROC filiale du leader mondial de l'Ingénierie et du Conseil en Technologies (ICT), avec 40 000 collaborateurs au monde dont plus de +2200 au Maroc répartis sur trois Centres d'Excellence à Fès, Rabat et Casa, nous accompagnons nos clients en offrant des solutions d'ingénierie agiles et novatrices pour les grands donneurs d'ordre mondial dans les secteurs de l'automobile, l'aéronautique, les réseaux & télécoms, Software & Outils.
Rejoindre ALTEN MAROC c'est bénéficier :
Des parcours professionnels diversifiés avec des opportunités de carrière, une mobilité interne, sectorielle, géographique et métiers.
Des formations certifiantes et diplômantes.
Des événements réguliers pour combiner bien être et performance.

Description du poste
Fournir des solutions informatiques précises et optimales par téléphone, e-mail ou chat ;
Après une période de formation efficace (4 semaines), vous serez capable de résoudre différents problèmes (bureautique, Windows, Outlook, Internet, applications spécifiques, matériel) ;
Participer à la résolution des problèmes des clients et du support pour garantir un impact positif sur la satisfaction client ;
Faire le suivi du backlog existant ;
Respecter les indicateurs de performance du projet ;
Communiquer avec d'autres équipes désignées et escalader les problèmes complexes.

Qualifications

Nous sommes à la recherche des techniciens / ingénieurs Support L1 ayant un Bac+2 / Bac+5 en informatique en économie ou autres ..
Une première expérience est souhaitable
Langues parlées : français et anglais courants (B2/C1) ;
La fréquentation d'une école technique ou d'une université n'est pas obligatoire, car une formation nécessaire sera assurée ;
Une expérience antérieure dans le support client est un avantage ;
Excellentes compétences en service client : orientation client, écoute active et compétences interpersonnelles ;
Capacité à travailler dans un environnement dynamique et à effectuer plusieurs tâches simultanément ;
Disponibilité pour travailler des shifts 24/7

Informations supplémentaires"
